#	Freq	Err	Trans
    2.99900E+02    3.58075E-01    6.99021E-01
    3.00000E+02    3.58546E-01    6.98692E-01
    3.00100E+02    3.59190E-01    6.98242E-01
    3.00200E+02    3.59822E-01    6.97800E-01
    3.00300E+02    3.60630E-01    6.97237E-01
    3.00400E+02    3.61849E-01    6.96387E-01
    3.00500E+02    3.64062E-01    6.94848E-01
    3.00600E+02    3.70285E-01    6.90538E-01
    3.00700E+02    3.93804E-01    6.74486E-01
    3.00800E+02    3.69045E-01    6.91394E-01
    3.00900E+02    3.66254E-01    6.93327E-01
    3.01000E+02    3.65919E-01    6.93559E-01
    3.01100E+02    3.66338E-01    6.93269E-01
    3.01200E+02    3.67279E-01    6.92616E-01
    3.01300E+02    3.68824E-01    6.91547E-01
    3.01400E+02    3.71238E-01    6.89880E-01
    3.01500E+02    3.75369E-01    6.87036E-01
    3.01600E+02    3.83819E-01    6.81255E-01
    3.01700E+02    4.07696E-01    6.65181E-01
    3.01800E+02    5.73892E-01    5.63329E-01
    3.01900E+02    4.22979E-01    6.55092E-01
    3.02000E+02    3.89784E-01    6.77203E-01
    3.02100E+02    3.80317E-01    6.83645E-01
    3.02200E+02    3.76608E-01    6.86185E-01
    3.02300E+02    3.75040E-01    6.87262E-01
    3.02400E+02    3.74497E-01    6.87635E-01
    3.02500E+02    3.74625E-01    6.87547E-01
    3.02600E+02    3.75107E-01    6.87216E-01
    3.02700E+02    3.76013E-01    6.86593E-01
    3.02800E+02    3.77661E-01    6.85463E-01
    3.02900E+02    3.80778E-01    6.83330E-01
    3.03000E+02    3.88006E-01    6.78409E-01
    3.03100E+02    4.13723E-01    6.61184E-01
    3.03200E+02    4.39185E-01    6.44562E-01
    3.03300E+02    3.93339E-01    6.74800E-01
    3.03400E+02    3.84650E-01    6.80689E-01
    3.03500E+02    3.81892E-01    6.82569E-01
    3.03600E+02    3.81103E-01    6.83108E-01
    3.03700E+02    3.80416E-01    6.83577E-01
    3.03800E+02    3.80436E-01    6.83563E-01
    3.03900E+02    3.80736E-01    6.83358E-01
    3.04000E+02    3.81134E-01    6.83086E-01
    3.04100E+02    3.81647E-01    6.82736E-01
    3.04200E+02    3.82245E-01    6.82328E-01
    3.04300E+02    3.82914E-01    6.81872E-01
    3.04400E+02    3.83655E-01    6.81367E-01
    3.04500E+02    3.84477E-01    6.80806E-01
    3.04600E+02    3.85417E-01    6.80167E-01
    3.04700E+02    3.86574E-01    6.79380E-01
    3.04800E+02    3.88652E-01    6.77970E-01
    3.04900E+02    3.88260E-01    6.78236E-01
    3.05000E+02    3.88237E-01    6.78251E-01
    3.05100E+02    3.88574E-01    6.78023E-01
    3.05200E+02    3.88971E-01    6.77754E-01
    3.05300E+02    3.89472E-01    6.77415E-01
    3.05400E+02    3.90029E-01    6.77037E-01
    3.05500E+02    3.90628E-01    6.76632E-01
    3.05600E+02    3.91262E-01    6.76203E-01
    3.05700E+02    3.91919E-01    6.75759E-01
    3.05800E+02    3.92601E-01    6.75298E-01
    3.05900E+02    3.93318E-01    6.74814E-01
    3.06000E+02    3.94061E-01    6.74313E-01
    3.06100E+02    3.94766E-01    6.73838E-01
    3.06200E+02    3.95518E-01    6.73331E-01
    3.06300E+02    3.96283E-01    6.72817E-01
    3.06400E+02    3.97071E-01    6.72286E-01
    3.06500E+02    3.97854E-01    6.71760E-01
    3.06600E+02    3.98663E-01    6.71217E-01
    3.06700E+02    3.99487E-01    6.70664E-01
    3.06800E+02    4.00334E-01    6.70096E-01
    3.06900E+02    4.01266E-01    6.69472E-01
    3.07000E+02    4.02077E-01    6.68929E-01
    3.07100E+02    4.02915E-01    6.68369E-01
