#	Freq	Err	Trans
    5.49900E+02    1.81344E+02    1.75034E-79
    5.50000E+02    1.86159E+02    1.41911E-81
    5.50100E+02    1.91184E+02    9.32950E-84
    5.50200E+02    1.96428E+02    4.92501E-86
    5.50300E+02    2.01901E+02    2.06774E-88
    5.50400E+02    2.07618E+02    6.80235E-91
    5.50500E+02    2.13591E+02    1.73222E-93
    5.50600E+02    2.19831E+02    3.37877E-96
    5.50700E+02    2.26356E+02    4.95250E-99
    5.50800E+02    2.33190E+02    5.33044E-100
    5.50900E+02    2.40377E+02    4.03157E-100
    5.51000E+02    2.48129E+02    1.73280E-100
    5.51100E+02    2.55635E+02    9.52727E-100
    5.51200E+02    2.63766E+02    2.80550E-100
    5.51300E+02    2.72358E+02    5.20479E-100
    5.51400E+02    2.81379E+02    6.29291E-100
    5.51500E+02    2.90772E+02    5.23802E-100
    5.51600E+02    3.00642E+02    2.70875E-100
    5.51700E+02    3.11008E+02    8.53391E-100
    5.51800E+02    3.21924E+02    1.54988E-100
    5.51900E+02    3.33385E+02    1.63149E-100
    5.52000E+02    3.45438E+02    9.50908E-100
    5.52100E+02    3.58126E+02    2.93727E-100
    5.52200E+02    3.71477E+02    4.67457E-100
    5.52300E+02    3.85545E+02    3.62941E-100
    5.52400E+02    4.00408E+02    1.27400E-100
    5.52500E+02    4.16092E+02    1.96614E-100
    5.52600E+02    4.32674E+02    1.23588E-100
    5.52700E+02    4.50206E+02    3.00472E-100
    5.52800E+02    4.68789E+02    2.55464E-100
    5.52900E+02    4.88470E+02    7.24540E-100
    5.53000E+02    5.09354E+02    6.16901E-100
    5.53100E+02    5.31516E+02    1.46426E-100
    5.53200E+02    5.55055E+02    8.76477E-100
    5.53300E+02    5.80098E+02    1.16624E-100
    5.53400E+02    6.06742E+02    3.12799E-100
    5.53500E+02    6.35113E+02    1.49262E-100
    5.53600E+02    6.65362E+02    1.08901E-100
    5.53700E+02    6.97589E+02    1.09876E-100
    5.53800E+02    7.32019E+02    1.22499E-100
    5.53900E+02    7.68802E+02    0.00000E+00
    5.54000E+02    8.08112E+02    0.00000E+00
    5.54100E+02    8.50174E+02    0.00000E+00
    5.54200E+02    8.95164E+02    0.00000E+00
    5.54300E+02    9.43381E+02    0.00000E+00
    5.54400E+02    9.95024E+02    0.00000E+00
    5.54500E+02    1.05037E+03    0.00000E+00
    5.54600E+02    1.10969E+03    0.00000E+00
    5.54700E+02    1.17332E+03    0.00000E+00
    5.54800E+02    1.24152E+03    0.00000E+00
    5.54900E+02    1.31462E+03    0.00000E+00
    5.55000E+02    1.39292E+03    0.00000E+00
    5.55100E+02    1.47672E+03    0.00000E+00
    5.55200E+02    1.56633E+03    0.00000E+00
    5.55300E+02    1.66198E+03    0.00000E+00
    5.55400E+02    1.76389E+03    0.00000E+00
    5.55500E+02    1.87217E+03    0.00000E+00
    5.55600E+02    1.98683E+03    0.00000E+00
    5.55700E+02    2.10774E+03    0.00000E+00
    5.55800E+02    2.23458E+03    0.00000E+00
    5.55900E+02    2.36679E+03    0.00000E+00
    5.56000E+02    2.50345E+03    0.00000E+00
    5.56100E+02    2.64343E+03    0.00000E+00
    5.56200E+02    2.78492E+03    0.00000E+00
    5.56300E+02    2.92541E+03    0.00000E+00
    5.56400E+02    3.06240E+03    0.00000E+00
    5.56500E+02    3.19214E+03    0.00000E+00
    5.56600E+02    3.31014E+03    0.00000E+00
    5.56700E+02    3.41066E+03    0.00000E+00
    5.56800E+02    3.48762E+03    0.00000E+00
    5.56900E+02    3.53185E+03    0.00000E+00
    5.57000E+02    3.52509E+03    0.00000E+00
    5.57100E+02    3.47309E+03    0.00000E+00
    5.57200E+02    3.39108E+03    0.00000E+00
    5.57300E+02    3.28732E+03    0.00000E+00
    5.57400E+02    3.16756E+03    0.00000E+00
    5.57500E+02    3.03706E+03    0.00000E+00
    5.57600E+02    2.90030E+03    0.00000E+00
    5.57700E+02    2.76055E+03    0.00000E+00
    5.57800E+02    2.62029E+03    0.00000E+00
    5.57900E+02    2.48207E+03    0.00000E+00
    5.58000E+02    2.34724E+03    0.00000E+00
    5.58100E+02    2.21698E+03    0.00000E+00
    5.58200E+02    2.09217E+03    0.00000E+00
    5.58300E+02    1.97329E+03    0.00000E+00
    5.58400E+02    1.86060E+03    0.00000E+00
    5.58500E+02    1.75420E+03    0.00000E+00
    5.58600E+02    1.65409E+03    0.00000E+00
    5.58700E+02    1.56012E+03    0.00000E+00
    5.58800E+02    1.47204E+03    0.00000E+00
    5.58900E+02    1.38966E+03    0.00000E+00
    5.59000E+02    1.31265E+03    0.00000E+00
    5.59100E+02    1.24075E+03    0.00000E+00
    5.59200E+02    1.17362E+03    0.00000E+00
    5.59300E+02    1.11097E+03    0.00000E+00
    5.59400E+02    1.05250E+03    0.00000E+00
    5.59500E+02    9.97929E+02    0.00000E+00
    5.59600E+02    9.46972E+02    0.00000E+00
    5.59700E+02    8.99410E+02    0.00000E+00
    5.59800E+02    8.55025E+02    0.00000E+00
    5.59900E+02    8.13393E+02    0.00000E+00
    5.60000E+02    7.74442E+02    0.00000E+00
    5.60100E+02    7.38002E+02    3.08791E-100
    5.60200E+02    7.03869E+02    2.05789E-100
    5.60300E+02    6.71864E+02    1.63342E-100
    5.60400E+02    6.41835E+02    1.79646E-100
    5.60500E+02    6.13632E+02    3.18365E-100
    5.60600E+02    5.87128E+02    1.03137E-100
    5.60700E+02    5.62200E+02    6.91076E-100
    5.60800E+02    5.38747E+02    1.05910E-100
    5.60900E+02    5.16645E+02    4.20713E-100
    5.61000E+02    4.95792E+02    4.78758E-100
    5.61100E+02    4.76115E+02    1.68225E-100
    5.61200E+02    4.57538E+02    1.96742E-100
    5.61300E+02    4.39986E+02    8.25484E-100
    5.61400E+02    4.23358E+02    1.37325E-100
    5.61500E+02    4.07632E+02    9.28491E-100
    5.61600E+02    3.92730E+02    2.75221E-100
    5.61700E+02    3.78603E+02    3.75625E-100
    5.61800E+02    3.65201E+02    2.48439E-100
    5.61900E+02    3.52474E+02    8.36237E-100
    5.62000E+02    3.40372E+02    1.50727E-100
    5.62100E+02    3.28871E+02    1.49018E-100
    5.62200E+02    3.17919E+02    8.50246E-100
    5.62300E+02    3.07492E+02    2.86903E-100
    5.62400E+02    2.97566E+02    5.87151E-100
    5.62500E+02    2.88090E+02    7.66156E-100
    5.62600E+02    2.79063E+02    6.37337E-100
    5.62700E+02    2.70438E+02    3.55171E-100
    5.62800E+02    2.62187E+02    1.35974E-100
    5.62900E+02    2.54310E+02    3.58698E-100
    5.63000E+02    2.46789E+02    6.62324E-100
    5.63100E+02    2.39580E+02    8.94476E-100
    5.63200E+02    2.32677E+02    8.90915E-100
    5.63300E+02    2.26067E+02    6.61330E-99
    5.63400E+02    2.19735E+02    3.71666E-96
    5.63500E+02    2.13655E+02    1.62512E-93
    5.63600E+02    2.07816E+02    5.58144E-91
    5.63700E+02    2.02214E+02    1.51235E-88
    5.63800E+02    1.96835E+02    3.27835E-86
    5.63900E+02    1.91664E+02    5.77366E-84
    5.64000E+02    1.86695E+02    8.30201E-82
    5.64100E+02    1.81915E+02    9.89626E-80
    5.64200E+02    1.77314E+02    9.85183E-78
    5.64300E+02    1.72884E+02    8.27171E-76
    5.64400E+02    1.68618E+02    5.88794E-74
    5.64500E+02    1.64507E+02    3.59236E-72
    5.64600E+02    1.60544E+02    1.89004E-70
    5.64700E+02    1.56722E+02    8.64364E-69
    5.64800E+02    1.53034E+02    3.45320E-67
    5.64900E+02    1.49476E+02    1.21114E-65
    5.65000E+02    1.46039E+02    3.76731E-64
    5.65100E+02    1.42722E+02    1.03906E-62
    5.65200E+02    1.39515E+02    2.56640E-61
    5.65300E+02    1.36416E+02    5.68969E-60
    5.65400E+02    1.33421E+02    1.13730E-58
    5.65500E+02    1.30525E+02    2.05905E-57
    5.65600E+02    1.27728E+02    3.37739E-56
    5.65700E+02    1.25088E+02    4.72983E-55
    5.65800E+02    1.22389E+02    7.03241E-54
    5.65900E+02    1.19840E+02    8.99636E-53
    5.66000E+02    1.17384E+02    1.04928E-51
    5.66100E+02    1.15020E+02    1.11508E-50
    5.66200E+02    1.12796E+02    1.03156E-49
    5.66300E+02    1.11206E+02    5.05763E-49
    5.66400E+02    1.08351E+02    8.78238E-48
    5.66500E+02    1.06167E+02    7.80058E-47
    5.66600E+02    1.04111E+02    6.10032E-46
    5.66700E+02    1.02225E+02    4.01896E-45
    5.66800E+02    1.00228E+02    2.96203E-44
    5.66900E+02    9.83212E+01    1.99371E-43
    5.67000E+02    9.64307E+01    1.32027E-42
    5.67100E+02    9.46307E+01    7.98729E-42
