#	Freq	Err	Trans
    5.49900E+02    2.90158E+02    9.68514E-100
    5.50000E+02    2.97861E+02    4.36921E-100
    5.50100E+02    3.05901E+02    1.40953E-100
    5.50200E+02    3.14291E+02    3.20142E-100
    5.50300E+02    3.23047E+02    5.04154E-100
    5.50400E+02    3.32193E+02    5.37602E-100
    5.50500E+02    3.41748E+02    3.80709E-100
    5.50600E+02    3.51729E+02    1.76151E-100
    5.50700E+02    3.62165E+02    5.17104E-100
    5.50800E+02    3.73090E+02    9.31508E-100
    5.50900E+02    3.84555E+02    9.76827E-100
    5.51000E+02    3.96784E+02    4.77368E-100
    5.51100E+02    4.08978E+02    2.41520E-100
    5.51200E+02    4.22010E+02    5.29103E-100
    5.51300E+02    4.35760E+02    5.64705E-100
    5.51400E+02    4.50165E+02    3.13182E-100
    5.51500E+02    4.65214E+02    9.12100E-100
    5.51600E+02    4.81024E+02    1.24117E-100
    5.51700E+02    4.97614E+02    7.74629E-100
    5.51800E+02    5.15082E+02    2.00814E-100
    5.51900E+02    5.33422E+02    2.17724E-100
    5.52000E+02    5.52707E+02    9.17104E-100
    5.52100E+02    5.73008E+02    1.39917E-100
    5.52200E+02    5.94370E+02    7.38914E-100
    5.52300E+02    6.16879E+02    1.23804E-100
    5.52400E+02    6.40660E+02    5.82197E-100
    5.52500E+02    6.65755E+02    7.35329E-100
    5.52600E+02    6.92286E+02    2.20716E-100
    5.52700E+02    7.20338E+02    1.44980E-100
    5.52800E+02    7.50070E+02    0.00000E+00
    5.52900E+02    7.81560E+02    0.00000E+00
    5.53000E+02    8.14975E+02    0.00000E+00
    5.53100E+02    8.50434E+02    0.00000E+00
    5.53200E+02    8.88096E+02    0.00000E+00
    5.53300E+02    9.28164E+02    0.00000E+00
    5.53400E+02    9.70795E+02    0.00000E+00
    5.53500E+02    1.01619E+03    0.00000E+00
    5.53600E+02    1.06459E+03    0.00000E+00
    5.53700E+02    1.11615E+03    0.00000E+00
    5.53800E+02    1.17124E+03    0.00000E+00
    5.53900E+02    1.23009E+03    0.00000E+00
    5.54000E+02    1.29299E+03    0.00000E+00
    5.54100E+02    1.36029E+03    0.00000E+00
    5.54200E+02    1.43227E+03    0.00000E+00
    5.54300E+02    1.50942E+03    0.00000E+00
    5.54400E+02    1.59205E+03    0.00000E+00
    5.54500E+02    1.68060E+03    0.00000E+00
    5.54600E+02    1.77552E+03    0.00000E+00
    5.54700E+02    1.87731E+03    0.00000E+00
    5.54800E+02    1.98643E+03    0.00000E+00
    5.54900E+02    2.10340E+03    0.00000E+00
    5.55000E+02    2.22868E+03    0.00000E+00
    5.55100E+02    2.36277E+03    0.00000E+00
    5.55200E+02    2.50613E+03    0.00000E+00
    5.55300E+02    2.65918E+03    0.00000E+00
    5.55400E+02    2.82223E+03    0.00000E+00
    5.55500E+02    2.99548E+03    0.00000E+00
    5.55600E+02    3.17894E+03    0.00000E+00
    5.55700E+02    3.37239E+03    0.00000E+00
    5.55800E+02    3.57533E+03    0.00000E+00
    5.55900E+02    3.78687E+03    0.00000E+00
    5.56000E+02    4.00552E+03    0.00000E+00
    5.56100E+02    4.22950E+03    0.00000E+00
    5.56200E+02    4.45589E+03    0.00000E+00
    5.56300E+02    4.68067E+03    0.00000E+00
    5.56400E+02    4.89985E+03    0.00000E+00
    5.56500E+02    5.10743E+03    0.00000E+00
    5.56600E+02    5.29622E+03    0.00000E+00
    5.56700E+02    5.45704E+03    0.00000E+00
    5.56800E+02    5.58019E+03    0.00000E+00
    5.56900E+02    5.65097E+03    0.00000E+00
    5.57000E+02    5.64016E+03    0.00000E+00
    5.57100E+02    5.55694E+03    0.00000E+00
    5.57200E+02    5.42573E+03    0.00000E+00
    5.57300E+02    5.25972E+03    0.00000E+00
    5.57400E+02    5.06811E+03    0.00000E+00
    5.57500E+02    4.85930E+03    0.00000E+00
    5.57600E+02    4.64049E+03    0.00000E+00
    5.57700E+02    4.41688E+03    0.00000E+00
    5.57800E+02    4.19247E+03    0.00000E+00
    5.57900E+02    3.97132E+03    0.00000E+00
    5.58000E+02    3.75557E+03    0.00000E+00
    5.58100E+02    3.54717E+03    0.00000E+00
    5.58200E+02    3.34747E+03    0.00000E+00
    5.58300E+02    3.15726E+03    0.00000E+00
    5.58400E+02    2.97698E+03    0.00000E+00
    5.58500E+02    2.80673E+03    0.00000E+00
    5.58600E+02    2.64656E+03    0.00000E+00
    5.58700E+02    2.49619E+03    0.00000E+00
    5.58800E+02    2.35527E+03    0.00000E+00
    5.58900E+02    2.22346E+03    0.00000E+00
    5.59000E+02    2.10025E+03    0.00000E+00
    5.59100E+02    1.98521E+03    0.00000E+00
    5.59200E+02    1.87780E+03    0.00000E+00
    5.59300E+02    1.77756E+03    0.00000E+00
    5.59400E+02    1.68400E+03    0.00000E+00
    5.59500E+02    1.59668E+03    0.00000E+00
    5.59600E+02    1.51515E+03    0.00000E+00
    5.59700E+02    1.43904E+03    0.00000E+00
    5.59800E+02    1.36797E+03    0.00000E+00
    5.59900E+02    1.30139E+03    0.00000E+00
    5.60000E+02    1.23910E+03    0.00000E+00
    5.60100E+02    1.18080E+03    0.00000E+00
    5.60200E+02    1.12620E+03    0.00000E+00
    5.60300E+02    1.07499E+03    0.00000E+00
    5.60400E+02    1.02694E+03    0.00000E+00
    5.60500E+02    9.81818E+02    0.00000E+00
    5.60600E+02    9.39413E+02    0.00000E+00
    5.60700E+02    8.99528E+02    0.00000E+00
    5.60800E+02    8.62004E+02    0.00000E+00
    5.60900E+02    8.26640E+02    0.00000E+00
    5.61000E+02    7.93276E+02    0.00000E+00
    5.61100E+02    7.61793E+02    0.00000E+00
    5.61200E+02    7.32069E+02    1.16546E-100
    5.61300E+02    7.03986E+02    1.83222E-100
    5.61400E+02    6.77382E+02    6.55604E-100
    5.61500E+02    6.52219E+02    5.55593E-100
    5.61600E+02    6.28376E+02    1.25823E-100
    5.61700E+02    6.05773E+02    8.24067E-100
    5.61800E+02    5.84330E+02    1.69291E-100
    5.61900E+02    5.63967E+02    1.18045E-100
    5.62000E+02    5.44604E+02    3.02928E-100
    5.62100E+02    5.26202E+02    2.97481E-100
    5.62200E+02    5.08679E+02    1.21202E-100
    5.62300E+02    4.91997E+02    2.13123E-100
    5.62400E+02    4.76114E+02    1.68374E-100
    5.62500E+02    4.60952E+02    6.47447E-100
    5.62600E+02    4.46510E+02    1.21157E-100
    5.62700E+02    4.32708E+02    1.19472E-100
    5.62800E+02    4.19507E+02    6.46263E-100
    5.62900E+02    4.06903E+02    1.92345E-100
    5.63000E+02    3.94870E+02    3.23818E-100
    5.63100E+02    3.83336E+02    3.30557E-100
    5.63200E+02    3.72290E+02    2.07241E-100
    5.63300E+02    3.61714E+02    8.12444E-100
    5.63400E+02    3.51579E+02    2.04762E-100
    5.63500E+02    3.41851E+02    3.43513E-100
    5.63600E+02    3.32512E+02    3.90767E-100
    5.63700E+02    3.23549E+02    3.05033E-100
    5.63800E+02    3.14943E+02    1.66681E-100
    5.63900E+02    3.06669E+02    6.53346E-100
    5.64000E+02    2.98720E+02    1.85166E-100
    5.64100E+02    2.91071E+02    3.88746E-100
    5.64200E+02    2.83709E+02    6.11821E-100
    5.64300E+02    2.76620E+02    7.33349E-100
    5.64400E+02    2.69796E+02    6.74973E-100
    5.64500E+02    2.63218E+02    4.85194E-100
    5.64600E+02    2.56877E+02    2.75282E-100
    5.64700E+02    2.50760E+02    1.24821E-100
    5.64800E+02    2.44859E+02    4.55948E-100
    5.64900E+02    2.39167E+02    1.35241E-100
    5.65000E+02    2.33667E+02    3.31050E-100
    5.65100E+02    2.28358E+02    6.68604E-100
    5.65200E+02    2.23227E+02    1.13203E-97
    5.65300E+02    2.18268E+02    1.61291E-95
    5.65400E+02    2.13473E+02    1.94837E-93
    5.65500E+02    2.08837E+02    2.01061E-91
    5.65600E+02    2.04354E+02    1.77827E-89
    5.65700E+02    2.00086E+02    1.27031E-87
    5.65800E+02    1.95807E+02    9.16886E-86
    5.65900E+02    1.91729E+02    5.41093E-84
    5.66000E+02    1.87791E+02    2.77482E-82
    5.66100E+02    1.83992E+02    1.23950E-80
    5.66200E+02    1.80375E+02    4.61459E-79
    5.66300E+02    1.77435E+02    8.73059E-78
    5.66400E+02    1.73271E+02    5.61789E-76
    5.66500E+02    1.69816E+02    1.77832E-74
    5.66600E+02    1.66524E+02    4.78104E-73
    5.66700E+02    1.63441E+02    1.04299E-71
    5.66800E+02    1.60280E+02    2.46269E-70
    5.66900E+02    1.57243E+02    5.13043E-69
    5.67000E+02    1.54254E+02    1.01894E-67
    5.67100E+02    1.51386E+02    1.79408E-66
    5.67200E+02    1.48606E+02    2.89245E-65
    5.67300E+02    1.45905E+02    4.30577E-64
    5.67400E+02    1.43283E+02    5.92776E-63
    5.67500E+02    1.40730E+02    7.61355E-62
    5.67600E+02    1.38247E+02    9.12458E-61
    5.67700E+02    1.35832E+02    1.02072E-59
    5.67800E+02    1.33485E+02    1.06742E-58
    5.67900E+02    1.31187E+02    1.06193E-57
    5.68000E+02    1.28956E+02    9.89165E-57
    5.68100E+02    1.26781E+02    8.70044E-56
    5.68200E+02    1.24664E+02    7.23283E-55
    5.68300E+02    1.22598E+02    5.70644E-54
    5.68400E+02    1.20585E+02    4.27338E-53
    5.68500E+02    1.18623E+02    3.03752E-52
    5.68600E+02    1.16706E+02    2.06581E-51
    5.68700E+02    1.14841E+02    1.33352E-50
    5.68800E+02    1.13017E+02    8.26684E-50
    5.68900E+02    1.11240E+02    4.88638E-49
    5.69000E+02    1.09504E+02    2.77389E-48
    5.69100E+02    1.07812E+02    1.50658E-47
    5.69200E+02    1.06155E+02    7.89407E-47
    5.69300E+02    1.04540E+02    3.96977E-46
    5.69400E+02    1.02964E+02    1.91965E-45
    5.69500E+02    1.01420E+02    8.98923E-45
    5.69600E+02    9.99143E+01    4.05301E-44
    5.69700E+02    9.84445E+01    1.76236E-43
    5.69800E+02    9.70104E+01    7.39500E-43
    5.69900E+02    9.56160E+01    2.98189E-42
    5.70000E+02    9.42834E+01    1.13042E-41
    5.70100E+02    9.32847E+01    3.06895E-41
    5.70200E+02    9.16168E+01    1.62672E-40
    5.70300E+02    9.02893E+01    6.13567E-40
    5.70400E+02    8.90181E+01    2.18743E-39
    5.70500E+02    8.77836E+01    7.51703E-39
    5.70600E+02    8.65781E+01    2.50972E-38
    5.70700E+02    8.54025E+01    8.13141E-38
    5.70800E+02    8.42703E+01    2.52279E-37
    5.70900E+02    8.32183E+01    7.22340E-37
    5.71000E+02    8.28813E+01    1.01182E-36
    5.71100E+02    8.10183E+01    6.51936E-36
    5.71200E+02    7.98700E+01    2.05541E-35
    5.71300E+02    7.88004E+01    5.98999E-35
    5.71400E+02    7.77686E+01    1.68079E-34
    5.71500E+02    7.67582E+01    4.61689E-34
    5.71600E+02    7.57742E+01    1.23505E-33
