#	Freq	Err	Tansmission
    3.55100E+02    2.02007E-01    8.17089E-01
    3.55200E+02    1.88304E-01    8.28363E-01
    3.55300E+02    1.84360E-01    8.31637E-01
    3.55400E+02    1.83128E-01    8.32662E-01
    3.55500E+02    1.82708E-01    8.33011E-01
    3.55600E+02    1.82672E-01    8.33041E-01
    3.55700E+02    1.82909E-01    8.32844E-01
    3.55800E+02    1.83304E-01    8.32515E-01
    3.55900E+02    1.83833E-01    8.32075E-01
    3.56000E+02    1.84587E-01    8.31448E-01
    3.56100E+02    1.86518E-01    8.29844E-01
    3.56200E+02    1.85851E-01    8.30397E-01
    3.56300E+02    1.86725E-01    8.29672E-01
    3.56400E+02    1.89994E-01    8.26964E-01
    3.56500E+02    1.88582E-01    8.28132E-01
    3.56600E+02    1.88881E-01    8.27885E-01
    3.56700E+02    1.89501E-01    8.27372E-01
    3.56800E+02    1.90265E-01    8.26740E-01
    3.56900E+02    1.91263E-01    8.25915E-01
    3.57000E+02    1.92465E-01    8.24923E-01
    3.57100E+02    1.93941E-01    8.23706E-01
    3.57200E+02    1.95889E-01    8.22104E-01
    3.57300E+02    1.99006E-01    8.19545E-01
    3.57400E+02    2.03787E-01    8.15636E-01
    3.57500E+02    2.15875E-01    8.05836E-01
    3.57600E+02    2.77856E-01    7.57406E-01
    3.57700E+02    2.38665E-01    7.87679E-01
    3.57800E+02    2.14450E-01    8.06985E-01
    3.57900E+02    2.10295E-01    8.10345E-01
    3.58000E+02    2.12415E-01    8.08629E-01
    3.58100E+02    2.24421E-01    7.98978E-01
    3.58200E+02    3.51754E-01    7.03453E-01
    3.58300E+02    2.27177E-01    7.96780E-01
    3.58400E+02    2.18381E-01    8.03819E-01
    3.58500E+02    2.19631E-01    8.02815E-01
    3.58600E+02    2.27156E-01    7.96797E-01
    3.58700E+02    2.48881E-01    7.79673E-01
    3.58800E+02    3.38698E-01    7.12698E-01
    3.58900E+02    3.54116E-01    7.01793E-01
    3.59000E+02    2.52597E-01    7.76781E-01
    3.59100E+02    2.31060E-01    7.93691E-01
    3.59200E+02    2.23790E-01    7.99483E-01
    3.59300E+02    2.21736E-01    8.01127E-01
    3.59400E+02    2.23152E-01    7.99993E-01
    3.59500E+02    2.30516E-01    7.94124E-01
    3.59600E+02    2.68225E-01    7.64735E-01
    3.59700E+02    2.66453E-01    7.66092E-01
    3.59800E+02    2.30934E-01    7.93792E-01
    3.59900E+02    2.24057E-01    7.99269E-01
    3.60000E+02    2.21773E-01    8.01097E-01
    3.60100E+02    2.20709E-01    8.01950E-01
    3.60200E+02    2.20611E-01    8.02028E-01
    3.60300E+02    2.21011E-01    8.01708E-01
    3.60400E+02    2.21620E-01    8.01220E-01
    3.60500E+02    2.22420E-01    8.00579E-01
    3.60600E+02    2.23396E-01    7.99798E-01
    3.60700E+02    2.24327E-01    7.99054E-01
    3.60800E+02    2.25444E-01    7.98162E-01
    3.60900E+02    2.26730E-01    7.97136E-01
    3.61000E+02    2.27855E-01    7.96240E-01
    3.61100E+02    2.29310E-01    7.95082E-01
    3.61200E+02    2.30729E-01    7.93955E-01
    3.61300E+02    2.32440E-01    7.92597E-01
    3.61400E+02    2.34591E-01    7.90895E-01
    3.61500E+02    2.38085E-01    7.88135E-01
    3.61600E+02    2.47686E-01    7.80605E-01
    3.61700E+02    2.61199E-01    7.70127E-01
    3.61800E+02    2.44523E-01    7.83078E-01
    3.61900E+02    2.42466E-01    7.84691E-01
    3.62000E+02    2.42796E-01    7.84432E-01
    3.62100E+02    2.43898E-01    7.83568E-01
    3.62200E+02    2.45451E-01    7.82351E-01
    3.62300E+02    2.47369E-01    7.80852E-01
    3.62400E+02    2.48510E-01    7.79962E-01
    3.62500E+02    2.50282E-01    7.78581E-01
    3.62600E+02    2.52771E-01    7.76646E-01
    3.62700E+02    2.54200E-01    7.75537E-01
    3.62800E+02    2.56317E-01    7.73897E-01
    3.62900E+02    2.58824E-01    7.71959E-01
    3.63000E+02    2.61223E-01    7.70109E-01
    3.63100E+02    2.64621E-01    7.67496E-01
    3.63200E+02    2.68028E-01    7.64886E-01
    3.63300E+02    2.74308E-01    7.60098E-01
    3.63400E+02    2.92376E-01    7.46488E-01
    3.63500E+02    3.19630E-01    7.26418E-01
    3.63600E+02    2.88331E-01    7.49514E-01
    3.63700E+02    2.85967E-01    7.51287E-01
    3.63800E+02    2.85029E-01    7.51992E-01
    3.63900E+02    2.87582E-01    7.50075E-01
    3.64000E+02    2.92102E-01    7.46692E-01
    3.64100E+02    2.98984E-01    7.41571E-01
    3.64200E+02    3.10763E-01    7.32888E-01
    3.64300E+02    3.37326E-01    7.13676E-01
    3.64400E+02    4.52861E-01    6.35806E-01
    3.64500E+02    4.41613E-01    6.42998E-01
    3.64600E+02    3.45501E-01    7.07866E-01
    3.64700E+02    3.26204E-01    7.21658E-01
    3.64800E+02    3.20966E-01    7.25448E-01
    3.64900E+02    3.20409E-01    7.25852E-01
    3.65000E+02    3.21969E-01    7.24721E-01
    3.65100E+02    3.24705E-01    7.22740E-01
    3.65200E+02    3.28256E-01    7.20179E-01
    3.65300E+02    3.32989E-01    7.16778E-01
    3.65400E+02    3.36969E-01    7.13931E-01
    3.65500E+02    3.41968E-01    7.10371E-01
    3.65600E+02    3.47508E-01    7.06447E-01
    3.65700E+02    3.53625E-01    7.02138E-01
    3.65800E+02    3.60885E-01    6.97059E-01
    3.65900E+02    3.67624E-01    6.92377E-01
    3.66000E+02    3.75108E-01    6.87215E-01
    3.66100E+02    3.83649E-01    6.81370E-01
    3.66200E+02    3.93236E-01    6.74869E-01
    3.66300E+02    4.03899E-01    6.67712E-01
    3.66400E+02    4.16254E-01    6.59513E-01
    3.66500E+02    4.31246E-01    6.49699E-01
    3.66600E+02    4.51861E-01    6.36442E-01
    3.66700E+02    4.93763E-01    6.10326E-01
    3.66800E+02    5.79819E-01    5.59999E-01
    3.66900E+02    5.11410E-01    5.99650E-01
    3.67000E+02    5.19000E-01    5.95115E-01
    3.67100E+02    5.38690E-01    5.83512E-01
    3.67200E+02    5.64714E-01    5.68523E-01
    3.67300E+02    5.96690E-01    5.50631E-01
    3.67400E+02    6.34366E-01    5.30272E-01
    3.67500E+02    6.79183E-01    5.07031E-01
    3.67600E+02    7.33511E-01    4.80220E-01
    3.67700E+02    7.99736E-01    4.49447E-01
    3.67800E+02    8.80838E-01    4.14435E-01
    3.67900E+02    9.83095E-01    3.74151E-01
    3.68000E+02    1.11326E+00    3.28486E-01
    3.68100E+02    1.28560E+00    2.76486E-01
    3.68200E+02    1.52354E+00    2.17940E-01
    3.68300E+02    1.88021E+00    1.52558E-01
    3.68400E+02    2.49788E+00    8.22594E-02
    3.68500E+02    5.08477E+00    6.19028E-03
    3.68600E+02    2.48027E+00    8.37209E-02
    3.68700E+02    1.88396E+00    1.51987E-01
    3.68800E+02    1.54540E+00    2.13226E-01
    3.68900E+02    1.32548E+00    2.65674E-01
    3.69000E+02    1.16357E+00    3.12368E-01
    3.69100E+02    1.03607E+00    3.54845E-01
    3.69200E+02    9.41952E-01    3.89866E-01
    3.69300E+02    8.69024E-01    4.19361E-01
    3.69400E+02    8.11446E-01    4.44215E-01
    3.69500E+02    7.65615E-01    4.65048E-01
    3.69600E+02    7.28913E-01    4.82433E-01
    3.69700E+02    6.99358E-01    4.96904E-01
    3.69800E+02    6.75616E-01    5.08843E-01
    3.69900E+02    6.56643E-01    5.18590E-01
    3.70000E+02    6.41925E-01    5.26278E-01
    3.70100E+02    6.29925E-01    5.32632E-01
    3.70200E+02    6.20341E-01    5.37761E-01
    3.70300E+02    6.13438E-01    5.41486E-01
    3.70400E+02    6.08661E-01    5.44079E-01
    3.70500E+02    6.05805E-01    5.45635E-01
    3.70600E+02    6.04855E-01    5.46154E-01
    3.70700E+02    6.06127E-01    5.45459E-01
    3.70800E+02    6.10655E-01    5.42995E-01
    3.70900E+02    6.24068E-01    5.35760E-01
    3.71000E+02    7.00665E-01    4.96255E-01
    3.71100E+02    6.44754E-01    5.24792E-01
    3.71200E+02    6.25460E-01    5.35016E-01
    3.71300E+02    6.23779E-01    5.35915E-01
    3.71400E+02    6.26537E-01    5.34439E-01
    3.71500E+02    6.31293E-01    5.31904E-01
    3.71600E+02    6.37219E-01    5.28761E-01
    3.71700E+02    6.44099E-01    5.25136E-01
    3.71800E+02    6.51755E-01    5.21130E-01
    3.71900E+02    6.60091E-01    5.16805E-01
    3.72000E+02    6.69205E-01    5.12115E-01
    3.72100E+02    6.78714E-01    5.07269E-01
    3.72200E+02    6.88956E-01    5.02100E-01
    3.72300E+02    6.99854E-01    4.96658E-01
    3.72400E+02    7.11346E-01    4.90983E-01
    3.72500E+02    7.23522E-01    4.85041E-01
    3.72600E+02    7.36452E-01    4.78810E-01
    3.72700E+02    7.49939E-01    4.72395E-01
    3.72800E+02    7.63902E-01    4.65845E-01
    3.72900E+02    7.78881E-01    4.58919E-01
    3.73000E+02    7.96511E-01    4.50899E-01
    3.73100E+02    8.10623E-01    4.44581E-01
    3.73200E+02    8.27599E-01    4.37098E-01
    3.73300E+02    8.45070E-01    4.29527E-01
    3.73400E+02    8.63614E-01    4.21636E-01
    3.73500E+02    8.83221E-01    4.13449E-01
    3.73600E+02    9.03542E-01    4.05132E-01
    3.73700E+02    9.24876E-01    3.96580E-01
    3.73800E+02    9.47342E-01    3.87771E-01
    3.73900E+02    9.70901E-01    3.78742E-01
    3.74000E+02    9.95486E-01    3.69544E-01
    3.74100E+02    1.02144E+00    3.60077E-01
    3.74200E+02    1.04866E+00    3.50408E-01
    3.74300E+02    1.07770E+00    3.40377E-01
    3.74400E+02    1.10736E+00    3.30431E-01
    3.74500E+02    1.13881E+00    3.20201E-01
    3.74600E+02    1.17230E+00    3.09655E-01
    3.74700E+02    1.20788E+00    2.98830E-01
    3.74800E+02    1.24616E+00    2.87607E-01
    3.74900E+02    1.28832E+00    2.75733E-01
    3.75000E+02    1.33800E+00    2.62369E-01
    3.75100E+02    1.41413E+00    2.43138E-01
    3.75200E+02    1.55403E+00    2.11394E-01
    3.75300E+02    1.48514E+00    2.26470E-01
    3.75400E+02    1.51614E+00    2.19558E-01
    3.75500E+02    1.56218E+00    2.09679E-01
    3.75600E+02    1.61455E+00    1.98980E-01
    3.75700E+02    1.67177E+00    1.87913E-01
    3.75800E+02    1.73345E+00    1.76673E-01
    3.75900E+02    1.80054E+00    1.65209E-01
    3.76000E+02    1.87542E+00    1.53291E-01
    3.76100E+02    1.94865E+00    1.42467E-01
    3.76200E+02    2.04950E+00    1.28799E-01
    3.76300E+02    2.12224E+00    1.19763E-01
    3.76400E+02    2.19737E+00    1.11095E-01
    3.76500E+02    2.28915E+00    1.01353E-01
    3.76600E+02    2.38935E+00    9.16891E-02
    3.76700E+02    2.49723E+00    8.23123E-02
    3.76800E+02    2.61281E+00    7.33283E-02
    3.76900E+02    2.73676E+00    6.47799E-02
    3.77000E+02    2.86991E+00    5.67038E-02
    3.77100E+02    3.01250E+00    4.91687E-02
    3.77200E+02    3.16588E+00    4.21771E-02
    3.77300E+02    3.33083E+00    3.57633E-02
    3.77400E+02    3.50835E+00    2.99462E-02
    3.77500E+02    3.69998E+00    2.47240E-02
    3.77600E+02    3.90606E+00    2.01197E-02
    3.77700E+02    4.12893E+00    1.61000E-02
    3.77800E+02    4.36996E+00    1.26518E-02
    3.77900E+02    4.63124E+00    9.74269E-03
    3.78000E+02    4.91493E+00    7.33624E-03
    3.78100E+02    5.22674E+00    5.37103E-03
    3.78200E+02    5.58568E+00    3.75118E-03
    3.78300E+02    6.04432E+00    2.37129E-03
    3.78400E+02    6.30727E+00    1.82300E-03
    3.78500E+02    6.70647E+00    1.22298E-03
    3.78600E+02    7.15239E+00    7.82994E-04
    3.78700E+02    7.67599E+00    4.63833E-04
    3.78800E+02    8.14573E+00    2.89971E-04
    3.78900E+02    8.69365E+00    1.67646E-04
    3.79000E+02    9.28288E+00    9.30029E-05
    3.79100E+02    9.91084E+00    4.96335E-05
    3.79200E+02    1.05731E+01    2.55964E-05
    3.79300E+02    1.12655E+01    1.28068E-05
    3.79400E+02    1.19822E+01    6.25478E-06
    3.79500E+02    1.27132E+01    3.01117E-06
    3.79600E+02    1.34449E+01    1.44855E-06
    3.79700E+02    1.41596E+01    7.08859E-07
    3.79800E+02    1.48347E+01    3.60899E-07
    3.79900E+02    1.54412E+01    1.96780E-07
    3.80000E+02    1.59450E+01    1.18894E-07
    3.80100E+02    1.63041E+01    8.30247E-08
    3.80200E+02    1.64541E+01    7.14644E-08
    3.80300E+02    1.63078E+01    8.27213E-08
    3.80400E+02    1.59568E+01    1.17508E-07
    3.80500E+02    1.54625E+01    1.92629E-07
    3.80600E+02    1.48648E+01    3.50202E-07
    3.80700E+02    1.41996E+01    6.81098E-07
    3.80800E+02    1.34938E+01    1.37953E-06
    3.80900E+02    1.27700E+01    2.84476E-06
    3.81000E+02    1.20470E+01    5.86183E-06
    3.81100E+02    1.13368E+01    1.19257E-05
    3.81200E+02    1.06491E+01    2.37221E-05
    3.81300E+02    9.99140E+00    4.57922E-05
    3.81400E+02    9.36745E+00    8.54608E-05
    3.81500E+02    8.77881E+00    1.53961E-04
    3.81600E+02    8.22760E+00    2.67176E-04
    3.81700E+02    7.71242E+00    4.47238E-04
    3.81800E+02    7.23254E+00    7.22686E-04
    3.81900E+02    6.78716E+00    1.12817E-03
    3.82000E+02    6.37446E+00    1.70455E-03
    3.82100E+02    5.99396E+00    2.49376E-03
    3.82200E+02    5.63978E+00    3.55365E-03
    3.82300E+02    5.30962E+00    4.94380E-03
    3.82400E+02    5.00615E+00    6.69661E-03
    3.82500E+02    4.72547E+00    8.86658E-03
    3.82600E+02    4.46572E+00    1.14964E-02
    3.82700E+02    4.22529E+00    1.46211E-02
    3.82800E+02    4.00254E+00    1.82692E-02
    3.82900E+02    3.79542E+00    2.24735E-02
    3.83000E+02    3.60349E+00    2.72286E-02
    3.83100E+02    3.42519E+00    3.25429E-02
    3.83200E+02    3.25945E+00    3.84096E-02
    3.83300E+02    3.10584E+00    4.47869E-02
    3.83400E+02    2.96152E+00    5.17402E-02
    3.83500E+02    2.82703E+00    5.91883E-02
    3.83600E+02    2.70173E+00    6.70893E-02
    3.83700E+02    2.58459E+00    7.54272E-02
    3.83800E+02    2.47515E+00    8.41501E-02
    3.83900E+02    2.37257E+00    9.32405E-02
    3.84000E+02    2.27638E+00    1.02655E-01
    3.84100E+02    2.18615E+00    1.12349E-01
    3.84200E+02    2.10142E+00    1.22283E-01
    3.84300E+02    2.02174E+00    1.32425E-01
    3.84400E+02    1.94683E+00    1.42726E-01
    3.84500E+02    1.87638E+00    1.53144E-01
    3.84600E+02    1.81071E+00    1.63539E-01
    3.84700E+02    1.74764E+00    1.74184E-01
    3.84800E+02    1.68792E+00    1.84904E-01
    3.84900E+02    1.63161E+00    1.95614E-01
    3.85000E+02    1.57844E+00    2.06297E-01
    3.85100E+02    1.52830E+00    2.16905E-01
    3.85200E+02    1.48073E+00    2.27472E-01
    3.85300E+02    1.43668E+00    2.37715E-01
    3.85400E+02    1.39267E+00    2.48410E-01
    3.85500E+02    1.35192E+00    2.58744E-01
    3.85600E+02    1.31326E+00    2.68942E-01
    3.85700E+02    1.27642E+00    2.79033E-01
    3.85800E+02    1.24128E+00    2.89015E-01
    3.85900E+02    1.20770E+00    2.98883E-01
    3.86000E+02    1.17562E+00    3.08626E-01
    3.86100E+02    1.14514E+00    3.18179E-01
    3.86200E+02    1.11604E+00    3.27573E-01
    3.86300E+02    1.08855E+00    3.36703E-01
    3.86400E+02    1.06179E+00    3.45835E-01
    3.86500E+02    1.03656E+00    3.54673E-01
    3.86600E+02    1.01287E+00    3.63174E-01
    3.86700E+02    9.90100E-01    3.71540E-01
    3.86800E+02    9.69780E-01    3.79166E-01
    3.86900E+02    9.50674E-01    3.86481E-01
    3.87000E+02    9.38186E-01    3.91337E-01
    3.87100E+02    9.78546E-01    3.75857E-01
    3.87200E+02    9.20840E-01    3.98184E-01
    3.87300E+02    9.73097E-01    3.77911E-01
    3.87400E+02    8.71120E-01    4.18483E-01
    3.87500E+02    8.42288E-01    4.30724E-01
    3.87600E+02    8.21302E-01    4.39858E-01
    3.87700E+02    8.03737E-01    4.47653E-01
    3.87800E+02    7.87772E-01    4.54857E-01
    3.87900E+02    7.72893E-01    4.61675E-01
    3.88000E+02    7.59106E-01    4.68084E-01
    3.88100E+02    7.45284E-01    4.74600E-01
    3.88200E+02    7.32431E-01    4.80739E-01
    3.88300E+02    7.20154E-01    4.86677E-01
    3.88400E+02    7.08433E-01    4.92415E-01
    3.88500E+02    6.97213E-01    4.97971E-01
    3.88600E+02    6.86475E-01    5.03347E-01
    3.88700E+02    6.76196E-01    5.08548E-01
    3.88800E+02    6.66413E-01    5.13547E-01
    3.88900E+02    6.57407E-01    5.18193E-01
    3.89000E+02    6.48104E-01    5.23036E-01
    3.89100E+02    6.39324E-01    5.27649E-01
    3.89200E+02    6.31061E-01    5.32027E-01
    3.89300E+02    6.23260E-01    5.36193E-01
    3.89400E+02    6.15730E-01    5.40246E-01
    3.89500E+02    6.08452E-01    5.44193E-01
    3.89600E+02    6.01581E-01    5.47945E-01
    3.89700E+02    5.94978E-01    5.51575E-01
    3.89800E+02    5.88647E-01    5.55078E-01
    3.89900E+02    5.82558E-01    5.58468E-01
    3.90000E+02    5.76738E-01    5.61728E-01
    3.90100E+02    5.70952E-01    5.64987E-01
    3.90200E+02    5.65209E-01    5.68242E-01
    3.90300E+02    5.59637E-01    5.71417E-01
    3.90400E+02    5.53913E-01    5.74697E-01
    3.90500E+02    5.48273E-01    5.77947E-01
    3.90600E+02    5.42394E-01    5.81355E-01
    3.90700E+02    5.36189E-01    5.84973E-01
    3.90800E+02    5.29892E-01    5.88668E-01
    3.90900E+02    5.23554E-01    5.92411E-01
    3.91000E+02    5.17199E-01    5.96188E-01
    3.91100E+02    5.10909E-01    5.99950E-01
    3.91200E+02    5.04779E-01    6.03639E-01
    3.91300E+02    4.99411E-01    6.06888E-01
    3.91400E+02    4.92918E-01    6.10842E-01
    3.91500E+02    4.87501E-01    6.14159E-01
    3.91600E+02    4.81295E-01    6.17983E-01
    3.91700E+02    4.75837E-01    6.21365E-01
    3.91800E+02    4.70790E-01    6.24509E-01
    3.91900E+02    4.67043E-01    6.26853E-01
    3.92000E+02    4.61613E-01    6.30266E-01
    3.92100E+02    4.57417E-01    6.32916E-01
    3.92200E+02    4.54059E-01    6.35045E-01
    3.92300E+02    4.52122E-01    6.36277E-01
    3.92400E+02    4.53298E-01    6.35529E-01
    3.92500E+02    4.62911E-01    6.29449E-01
    3.92600E+02    5.19661E-01    5.94722E-01
    3.92700E+02    5.28572E-01    5.89446E-01
    3.92800E+02    4.52947E-01    6.35752E-01
    3.92900E+02    4.33371E-01    6.48320E-01
    3.93000E+02    4.23726E-01    6.54603E-01
    3.93100E+02    4.17281E-01    6.58836E-01
    3.93200E+02    4.12330E-01    6.62106E-01
    3.93300E+02    4.07786E-01    6.65121E-01
    3.93400E+02    4.03882E-01    6.67723E-01
    3.93500E+02    4.00071E-01    6.70272E-01
    3.93600E+02    3.96566E-01    6.72626E-01
    3.93700E+02    3.93284E-01    6.74837E-01
    3.93800E+02    3.90173E-01    6.76940E-01
    3.93900E+02    3.87232E-01    6.78934E-01
    3.94000E+02    3.84429E-01    6.80839E-01
    3.94100E+02    3.81834E-01    6.82609E-01
    3.94200E+02    3.79007E-01    6.84541E-01
    3.94300E+02    3.76350E-01    6.86362E-01
    3.94400E+02    3.73844E-01    6.88084E-01
    3.94500E+02    3.71497E-01    6.89701E-01
    3.94600E+02    3.69280E-01    6.91232E-01
    3.94700E+02    3.67258E-01    6.92631E-01
    3.94800E+02    3.65616E-01    6.93769E-01
    3.94900E+02    3.64913E-01    6.94257E-01
    3.95000E+02    3.68860E-01    6.91522E-01
    3.95100E+02    3.72112E-01    6.89277E-01
    3.95200E+02    3.59516E-01    6.98014E-01
    3.95300E+02    3.55587E-01    7.00762E-01
    3.95400E+02    3.53072E-01    7.02527E-01
    3.95500E+02    3.50863E-01    7.04080E-01
    3.95600E+02    3.48942E-01    7.05434E-01
    3.95700E+02    3.47199E-01    7.06665E-01
    3.95800E+02    3.45595E-01    7.07799E-01
    3.95900E+02    3.44162E-01    7.08814E-01
    3.96000E+02    3.42931E-01    7.09687E-01
    3.96100E+02    3.42054E-01    7.10310E-01
    3.96200E+02    3.41814E-01    7.10480E-01
    3.96300E+02    3.43121E-01    7.09553E-01
    3.96400E+02    3.49608E-01    7.04964E-01
    3.96500E+02    3.94656E-01    6.73912E-01
    3.96600E+02    3.62002E-01    6.96281E-01
    3.96700E+02    3.42031E-01    7.10326E-01
    3.96800E+02    3.37058E-01    7.13867E-01
    3.96900E+02    3.37523E-01    7.13535E-01
    3.97000E+02    3.59215E-01    6.98224E-01
    3.97100E+02    3.40188E-01    7.11637E-01
    3.97200E+02    3.29528E-01    7.19263E-01
    3.97300E+02    3.25790E-01    7.21956E-01
    3.97400E+02    3.23548E-01    7.23577E-01
    3.97500E+02    3.21786E-01    7.24854E-01
    3.97600E+02    3.20312E-01    7.25923E-01
    3.97700E+02    3.18990E-01    7.26883E-01
    3.97800E+02    3.17790E-01    7.27756E-01
    3.97900E+02    3.16704E-01    7.28546E-01
    3.98000E+02    3.15594E-01    7.29356E-01
    3.98100E+02    3.14518E-01    7.30141E-01
    3.98200E+02    3.13531E-01    7.30861E-01
    3.98300E+02    3.12600E-01    7.31543E-01
    3.98400E+02    3.11721E-01    7.32186E-01
    3.98500E+02    3.10883E-01    7.32800E-01
    3.98600E+02    3.10096E-01    7.33377E-01
    3.98700E+02    3.09355E-01    7.33920E-01
    3.98800E+02    3.08676E-01    7.34418E-01
    3.98900E+02    3.08068E-01    7.34865E-01
    3.99000E+02    3.07550E-01    7.35246E-01
    3.99100E+02    3.07202E-01    7.35502E-01
    3.99200E+02    3.07552E-01    7.35245E-01
    3.99300E+02    3.07639E-01    7.35181E-01
    3.99400E+02    3.06584E-01    7.35957E-01
    3.99500E+02    3.06956E-01    7.35683E-01
    3.99600E+02    3.06787E-01    7.35808E-01
    3.99700E+02    3.07863E-01    7.35016E-01
    3.99800E+02    3.10449E-01    7.33117E-01
    3.99900E+02    3.17086E-01    7.28268E-01

