#	Freq	Err	Trans
    2.99900E+02    6.57595E-02    9.36356E-01
    3.00000E+02    6.58068E-02    9.36312E-01
    3.00100E+02    6.60181E-02    9.36114E-01
    3.00200E+02    6.62198E-02    9.35925E-01
    3.00300E+02    6.65915E-02    9.35577E-01
    3.00400E+02    6.73742E-02    9.34845E-01
    3.00500E+02    6.91485E-02    9.33188E-01
    3.00600E+02    7.49288E-02    9.27810E-01
    3.00700E+02    9.80051E-02    9.06644E-01
    3.00800E+02    7.27945E-02    9.29792E-01
    3.00900E+02    6.95511E-02    9.32813E-01
    3.01000E+02    6.87653E-02    9.33546E-01
    3.01100E+02    6.87261E-02    9.33582E-01
    3.01200E+02    6.92088E-02    9.33132E-01
    3.01300E+02    7.02898E-02    9.32124E-01
    3.01400E+02    7.22389E-02    9.30309E-01
    3.01500E+02    7.59030E-02    9.26906E-01
    3.01600E+02    8.38816E-02    9.19540E-01
    3.01700E+02    1.07282E-01    8.98272E-01
    3.01800E+02    2.72998E-01    7.61095E-01
    3.01900E+02    1.21606E-01    8.85498E-01
    3.02000E+02    8.79232E-02    9.15831E-01
    3.02100E+02    7.79668E-02    9.24995E-01
    3.02200E+02    7.37674E-02    9.28888E-01
    3.02300E+02    7.17039E-02    9.30806E-01
    3.02400E+02    7.06610E-02    9.31778E-01
    3.02500E+02    7.02894E-02    9.32124E-01
    3.02600E+02    7.02619E-02    9.32150E-01
    3.02700E+02    7.06567E-02    9.31782E-01
    3.02800E+02    7.17918E-02    9.30725E-01
    3.02900E+02    7.43901E-02    9.28310E-01
    3.03000E+02    8.10946E-02    9.22106E-01
    3.03100E+02    1.06284E-01    8.99169E-01
    3.03200E+02    1.31216E-01    8.77029E-01
    3.03300E+02    8.48347E-02    9.18664E-01
    3.03400E+02    7.56034E-02    9.27184E-01
    3.03500E+02    7.23034E-02    9.30249E-01
    3.03600E+02    7.09612E-02    9.31498E-01
    3.03700E+02    6.97251E-02    9.32650E-01
    3.03800E+02    6.91861E-02    9.33153E-01
    3.03900E+02    6.89204E-02    9.33401E-01
    3.04000E+02    6.87493E-02    9.33561E-01
    3.04100E+02    6.86856E-02    9.33620E-01
    3.04200E+02    6.87058E-02    9.33601E-01
    3.04300E+02    6.87920E-02    9.33521E-01
    3.04400E+02    6.89457E-02    9.33377E-01
    3.04500E+02    6.91768E-02    9.33162E-01
    3.04600E+02    6.95188E-02    9.32843E-01
    3.04700E+02    7.00750E-02    9.32324E-01
    3.04800E+02    7.15458E-02    9.30954E-01
    3.04900E+02    7.05418E-02    9.31889E-01
    3.05000E+02    6.99054E-02    9.32482E-01
