#	Freq	Err	Trans
    5.49900E+02    2.53883E+02    5.49305E-100
    5.50000E+02    2.60624E+02    6.49097E-100
    5.50100E+02    2.67659E+02    5.71969E-100
    5.50200E+02    2.75000E+02    3.70739E-100
    5.50300E+02    2.82662E+02    1.74413E-100
    5.50400E+02    2.90665E+02    5.83308E-100
    5.50500E+02    2.99026E+02    1.36344E-100
    5.50600E+02    3.07760E+02    2.19558E-100
    5.50700E+02    3.16892E+02    2.37338E-100
    5.50800E+02    3.26453E+02    1.67142E-100
    5.50900E+02    3.36493E+02    7.29588E-100
    5.51000E+02    3.47229E+02    1.58560E-100
    5.51100E+02    3.57861E+02    3.82825E-100
    5.51200E+02    3.69258E+02    4.29609E-100
    5.51300E+02    3.81290E+02    2.55893E-100
    5.51400E+02    3.93900E+02    8.54134E-100
    5.51500E+02    4.07064E+02    1.63856E-100
    5.51600E+02    4.20894E+02    1.61506E-100
    5.51700E+02    4.35408E+02    8.02585E-100
    5.51800E+02    4.50693E+02    1.84789E-100
    5.51900E+02    4.66740E+02    1.98387E-100
    5.52000E+02    4.83614E+02    9.31193E-100
    5.52100E+02    5.01377E+02    1.79726E-100
    5.52200E+02    5.20069E+02    1.37096E-100
    5.52300E+02    5.39765E+02    3.82958E-100
    5.52400E+02    5.60572E+02    3.51955E-100
    5.52500E+02    5.82530E+02    1.02387E-100
    5.52600E+02    6.05746E+02    8.47098E-100
    5.52700E+02    6.30291E+02    1.85436E-100
    5.52800E+02    6.56306E+02    9.32638E-100
    5.52900E+02    6.83860E+02    1.00735E-100
    5.53000E+02    7.13098E+02    2.01991E-100
    5.53100E+02    7.44124E+02    4.94066E-100
    5.53200E+02    7.77079E+02    0.00000E+00
    5.53300E+02    8.12138E+02    0.00000E+00
    5.53400E+02    8.49441E+02    0.00000E+00
    5.53500E+02    8.89160E+02    0.00000E+00
    5.53600E+02    9.31509E+02    0.00000E+00
    5.53700E+02    9.76627E+02    0.00000E+00
    5.53800E+02    1.02483E+03    0.00000E+00
    5.53900E+02    1.07633E+03    0.00000E+00
    5.54000E+02    1.13136E+03    0.00000E+00
    5.54100E+02    1.19025E+03    0.00000E+00
    5.54200E+02    1.25323E+03    0.00000E+00
    5.54300E+02    1.32074E+03    0.00000E+00
    5.54400E+02    1.39304E+03    0.00000E+00
    5.54500E+02    1.47052E+03    0.00000E+00
    5.54600E+02    1.55357E+03    0.00000E+00
    5.54700E+02    1.64264E+03    0.00000E+00
    5.54800E+02    1.73812E+03    0.00000E+00
    5.54900E+02    1.84047E+03    0.00000E+00
    5.55000E+02    1.95009E+03    0.00000E+00
    5.55100E+02    2.06741E+03    0.00000E+00
    5.55200E+02    2.19286E+03    0.00000E+00
    5.55300E+02    2.32678E+03    0.00000E+00
    5.55400E+02    2.46945E+03    0.00000E+00
    5.55500E+02    2.62104E+03    0.00000E+00
    5.55600E+02    2.78157E+03    0.00000E+00
    5.55700E+02    2.95084E+03    0.00000E+00
    5.55800E+02    3.12841E+03    0.00000E+00
    5.55900E+02    3.31350E+03    0.00000E+00
    5.56000E+02    3.50483E+03    0.00000E+00
    5.56100E+02    3.70081E+03    0.00000E+00
    5.56200E+02    3.89889E+03    0.00000E+00
    5.56300E+02    4.09558E+03    0.00000E+00
    5.56400E+02    4.28736E+03    0.00000E+00
    5.56500E+02    4.46900E+03    0.00000E+00
    5.56600E+02    4.63419E+03    0.00000E+00
    5.56700E+02    4.77491E+03    0.00000E+00
    5.56800E+02    4.88266E+03    0.00000E+00
    5.56900E+02    4.94460E+03    0.00000E+00
    5.57000E+02    4.93513E+03    0.00000E+00
    5.57100E+02    4.86232E+03    0.00000E+00
    5.57200E+02    4.74751E+03    0.00000E+00
    5.57300E+02    4.60225E+03    0.00000E+00
    5.57400E+02    4.43459E+03    0.00000E+00
    5.57500E+02    4.25188E+03    0.00000E+00
    5.57600E+02    4.06042E+03    0.00000E+00
    5.57700E+02    3.86476E+03    0.00000E+00
    5.57800E+02    3.66841E+03    0.00000E+00
    5.57900E+02    3.47490E+03    0.00000E+00
    5.58000E+02    3.28612E+03    0.00000E+00
    5.58100E+02    3.10377E+03    0.00000E+00
    5.58200E+02    2.92904E+03    0.00000E+00
    5.58300E+02    2.76260E+03    0.00000E+00
    5.58400E+02    2.60485E+03    0.00000E+00
    5.58500E+02    2.45588E+03    0.00000E+00
    5.58600E+02    2.31573E+03    0.00000E+00
    5.58700E+02    2.18416E+03    0.00000E+00
    5.58800E+02    2.06085E+03    0.00000E+00
    5.58900E+02    1.94552E+03    0.00000E+00
    5.59000E+02    1.83772E+03    0.00000E+00
    5.59100E+02    1.73705E+03    0.00000E+00
    5.59200E+02    1.64307E+03    0.00000E+00
    5.59300E+02    1.55536E+03    0.00000E+00
    5.59400E+02    1.47349E+03    0.00000E+00
    5.59500E+02    1.39710E+03    0.00000E+00
    5.59600E+02    1.32576E+03    0.00000E+00
    5.59700E+02    1.25916E+03    0.00000E+00
    5.59800E+02    1.19699E+03    0.00000E+00
    5.59900E+02    1.13872E+03    0.00000E+00
    5.60000E+02    1.08421E+03    0.00000E+00
    5.60100E+02    1.03320E+03    0.00000E+00
    5.60200E+02    9.85417E+02    0.00000E+00
    5.60300E+02    9.40610E+02    0.00000E+00
    5.60400E+02    8.98571E+02    0.00000E+00
    5.60500E+02    8.59086E+02    0.00000E+00
    5.60600E+02    8.21981E+02    0.00000E+00
    5.60700E+02    7.87082E+02    0.00000E+00
    5.60800E+02    7.54249E+02    0.00000E+00
    5.60900E+02    7.23305E+02    7.45769E-100
    5.61000E+02    6.94112E+02    3.55754E-100
    5.61100E+02    6.66563E+02    3.27499E-100
    5.61200E+02    6.40555E+02    6.46250E-100
    5.61300E+02    6.15982E+02    3.03618E-100
    5.61400E+02    5.92704E+02    3.90647E-100
    5.61500E+02    5.70687E+02    1.42518E-100
    5.61600E+02    5.49824E+02    1.63873E-100
    5.61700E+02    5.30047E+02    6.36309E-100
    5.61800E+02    5.11284E+02    8.95923E-100
    5.61900E+02    4.93466E+02    4.90062E-100
    5.62000E+02    4.76524E+02    1.11789E-100
    5.62100E+02    4.60421E+02    1.10026E-100
    5.62200E+02    4.45089E+02    5.01533E-100
    5.62300E+02    4.30492E+02    1.09591E-100
    5.62400E+02    4.16595E+02    1.18909E-100
    5.62500E+02    4.03328E+02    6.87103E-100
    5.62600E+02    3.90691E+02    2.11415E-100
    5.62700E+02    3.78615E+02    3.71339E-100
    5.62800E+02    3.67064E+02    3.85662E-100
    5.62900E+02    3.56036E+02    2.37545E-100
    5.63000E+02    3.45506E+02    8.88534E-100
    5.63100E+02    3.35414E+02    2.14521E-100
    5.63200E+02    3.25749E+02    3.38101E-100
    5.63300E+02    3.16495E+02    3.53281E-100
    5.63400E+02    3.07628E+02    2.50612E-100
    5.63500E+02    2.99116E+02    1.24655E-100
    5.63600E+02    2.90943E+02    4.41551E-100
    5.63700E+02    2.83101E+02    1.12435E-100
    5.63800E+02    2.75570E+02    2.09539E-100
    5.63900E+02    2.68331E+02    2.91990E-100
    5.64000E+02    2.61375E+02    3.06355E-100
    5.64100E+02    2.54682E+02    2.47205E-100
    5.64200E+02    2.48241E+02    1.55017E-100
    5.64300E+02    2.42038E+02    7.65944E-100
    5.64400E+02    2.36066E+02    3.00357E-100
    5.64500E+02    2.30311E+02    9.48848E-100
    5.64600E+02    2.24763E+02    2.43670E-98
    5.64700E+02    2.19411E+02    5.14302E-96
    5.64800E+02    2.14248E+02    8.98418E-94
    5.64900E+02    2.09267E+02    1.30798E-91
    5.65000E+02    2.04454E+02    1.60967E-89
    5.65100E+02    1.99810E+02    1.67413E-87
    5.65200E+02    1.95320E+02    1.49214E-85
    5.65300E+02    1.90980E+02    1.14349E-83
    5.65400E+02    1.86786E+02    7.58354E-82
    5.65500E+02    1.82730E+02    4.38101E-80
    5.65600E+02    1.78809E+02    2.20966E-78
    5.65700E+02    1.75083E+02    9.16972E-77
    5.65800E+02    1.71331E+02    3.90882E-75
    5.65900E+02    1.67763E+02    1.38571E-73
